Crop,Nitrogen_N,Phosphorus_P,Potassium_K,pH,Rainfall_mm,Temperature_C,Humidity_percent,Land_Size_hectares,Scheme
Papaya,45.7,60.2,47.8,6.8,239.2,39.9,90.7,2.08,State Subsidy A
Coffee,94.1,23.5,31.7,6.0,149.2,27.4,69.0,1.59,PM-Kisan
Banana,96.6,86.5,48.1,5.9,108.4,27.2,75.7,2.86,Fasal Bima Yojana
Watermelon,80.8,29.5,48.4,6.7,41.0,25.7,85.2,5.95,Fasal Bima Yojana
Mango,15.9,28.2,25.6,4.8,92.0,27.2,49.0,1.1,Kisan Credit Card
Coconut,15.4,17.9,30.2,6.0,227.5,27.2,94.4,2.98,Fasal Bima Yojana
Jute,62.6,48.6,40.7,6.2,174.1,24.3,72.4,1.4,State Subsidy A
Coffee,104.2,19.7,25.2,7.4,176.9,23.5,67.3,0.49,Soil Health Card
Kidneybeans,23.9,63.3,23.4,5.6,140.9,16.7,21.0,4.8,Paramparagat Krishi
Mothbeans,36.1,40.5,19.0,5.3,35.1,26.2,48.7,4.22,Kisan Credit Card
Muskmelon,81.2,18.5,52.2,6.3,21.0,28.2,88.8,6.4,Fasal Bima Yojana
Muskmelon,107.4,18.6,50.7,6.1,29.2,29.6,93.2,2.31,State Subsidy A
Coconut,38.0,25.1,27.0,5.9,143.1,27.3,91.9,0.77,PM-Kisan
Coffee,118.8,24.4,26.0,6.9,120.1,24.2,56.2,4.19,Fasal Bima Yojana
Mango,39.0,35.2,27.6,5.2,89.8,33.7,46.2,5.43,Paramparagat Krishi
Muskmelon,88.4,28.3,47.5,6.1,27.4,29.9,89.9,1.9,PM-Kisan
Pigeonpeas,38.3,77.7,24.9,6.7,108.2,20.3,45.9,3.03,PM-Kisan
Mungbean,29.7,53.5,16.0,6.8,56.0,27.7,87.8,3.94,None
Maize,70.4,46.3,23.0,5.7,71.7,23.2,66.2,2.82,Paramparagat Krishi
Watermelon,117.1,21.0,50.6,6.5,41.0,26.3,86.1,4.53,PM-Kisan
Mothbeans,19.6,57.8,18.2,4.3,42.4,29.1,48.8,2.93,None
Mothbeans,19.7,35.1,15.0,6.5,61.5,31.7,48.5,6.24,Soil Health Card
Kidneybeans,35.9,75.4,18.9,5.5,140.3,17.1,23.4,3.89,Fasal Bima Yojana
Maize,90.5,51.0,22.1,6.1,107.7,18.7,65.6,1.99,Paramparagat Krishi
Muskmelon,88.2,29.1,54.5,6.3,27.1,29.9,92.1,0.17,Soil Health Card
Blackgram,59.7,55.5,23.4,6.8,73.7,29.3,65.8,4.49,None
Mango,31.5,16.6,34.2,4.6,96.0,33.6,45.9,1.61,PM-Kisan
Cotton,112.7,39.1,18.6,7.9,82.2,25.3,65.6,4.23,Soil Health Card
Mungbean,35.8,49.3,15.7,6.3,35.9,27.3,89.9,0.97,PM-Kisan
Kidneybeans,33.3,66.5,19.9,5.5,109.8,16.8,20.1,1.16,Fasal Bima Yojana
Mango,19.1,25.6,32.3,6.1,90.1,31.1,53.2,2.19,Paramparagat Krishi
Rice,74.4,46.9,41.4,6.7,204.8,23.1,83.7,4.04,None
Orange,20.7,25.7,6.7,6.7,102.5,29.1,94.2,2.45,Fasal Bima Yojana
Jute,74.7,47.1,40.1,7.4,159.7,23.1,71.9,2.79,Fasal Bima Yojana
Mungbean,34.2,36.2,20.0,6.3,54.9,28.2,86.6,1.77,State Subsidy A
Papaya,55.3,61.4,45.1,6.6,233.7,31.1,90.2,3.06,None
Pigeonpeas,28.5,55.3,22.5,6.4,104.5,26.7,43.9,1.69,Kisan Credit Card
Rice,68.3,44.0,35.8,6.6,254.3,22.1,90.9,1.41,PM-Kisan
Maize,87.4,49.7,16.4,5.6,62.3,19.1,61.6,4.37,Kisan Credit Card
Maize,98.7,53.9,15.5,7.0,72.2,22.9,56.8,3.8,Fasal Bima Yojana
Mothbeans,17.0,53.0,20.7,8.1,54.1,28.4,41.2,3.5,None
Coconut,37.1,26.8,28.7,6.2,177.0,28.0,94.9,4.25,Fasal Bima Yojana
Mothbeans,32.6,42.4,16.3,4.4,56.8,26.9,58.2,1.9,Paramparagat Krishi
Mango,37.3,22.8,30.3,5.0,89.0,32.7,52.6,5.86,Soil Health Card
Kidneybeans,16.3,59.0,15.8,6.0,107.3,24.1,22.0,0.29,Kisan Credit Card
Pigeonpeas,25.2,70.9,15.3,5.8,128.1,29.5,56.2,6.0,Paramparagat Krishi
Mungbean,37.1,56.7,18.4,7.0,41.8,27.6,80.2,1.51,Kisan Credit Card
Jute,77.9,47.5,36.3,6.1,163.4,25.4,83.2,3.62,Paramparagat Krishi
Coffee,116.3,28.5,34.3,6.8,167.9,26.3,60.3,6.69,Soil Health Card
Cotton,124.5,57.3,20.8,6.4,79.7,23.6,58.6,1.74,Kisan Credit Card
Muskmelon,91.7,17.5,48.6,6.5,27.0,29.8,91.0,3.85,Fasal Bima Yojana
Coffee,119.7,19.5,25.0,7.1,175.4,27.9,64.7,2.96,State Subsidy A
Chickpea,51.4,63.5,80.1,7.5,84.5,21.6,17.9,3.88,Paramparagat Krishi
Muskmelon,80.1,20.9,49.7,6.7,28.9,27.6,93.1,2.1,PM-Kisan
Grapes,31.3,131.4,196.6,6.1,69.7,29.0,78.9,1.68,PM-Kisan
Pomegranate,27.3,25.2,38.9,7.0,106.3,20.6,90.0,1.95,PM-Kisan
Papaya,51.5,48.0,47.1,6.9,174.2,32.1,92.0,3.77,Kisan Credit Card
Mungbean,15.3,43.9,17.1,6.4,56.7,29.3,80.7,3.9,PM-Kisan
Orange,32.4,17.1,10.3,7.3,116.0,19.7,93.3,2.32,Paramparagat Krishi
Chickpea,28.6,71.2,77.4,6.6,78.5,18.9,15.5,5.5,Fasal Bima Yojana
Orange,25.5,26.6,5.0,6.9,102.9,21.0,93.9,1.34,Kisan Credit Card
Blackgram,47.9,59.9,18.7,6.7,61.0,26.3,67.1,2.37,Paramparagat Krishi
Jute,86.4,58.1,40.8,7.1,161.2,23.2,87.9,0.47,PM-Kisan
Coconut,16.9,21.6,33.1,6.3,132.2,25.4,92.2,3.46,State Subsidy A
Cotton,120.9,53.0,20.7,6.7,68.7,23.4,69.7,2.95,Kisan Credit Card
Apple,24.3,125.3,201.9,6.0,110.4,22.5,92.0,1.31,State Subsidy A
Pigeonpeas,17.6,63.6,18.2,6.7,91.4,24.1,55.9,0.7,Fasal Bima Yojana
Pigeonpeas,31.7,68.6,18.6,5.6,92.8,18.0,46.3,3.51,Soil Health Card
Mango,15.8,21.6,28.8,6.1,92.9,27.7,45.9,3.45,None
Orange,15.4,27.4,8.6,7.2,117.8,17.4,91.2,2.31,None
Maize,62.4,56.3,24.3,6.9,65.6,25.4,65.9,1.63,PM-Kisan
Chickpea,34.6,56.9,81.8,7.1,79.4,17.1,19.8,1.89,PM-Kisan
Coconut,22.3,28.7,27.1,5.9,176.7,26.0,95.3,1.16,Soil Health Card
Grapes,22.0,142.8,204.0,5.9,73.1,11.4,79.0,5.13,State Subsidy A
Lentil,21.9,66.4,16.1,6.2,46.5,28.7,65.1,3.07,Paramparagat Krishi
Rice,67.7,41.0,44.8,7.0,196.3,24.9,81.1,0.58,Fasal Bima Yojana
Mothbeans,18.2,52.6,19.2,4.3,31.9,28.1,49.0,0.91,PM-Kisan
Chickpea,39.5,72.2,76.7,7.5,80.9,18.1,16.9,2.59,Fasal Bima Yojana
Mango,24.4,23.6,27.1,5.2,95.7,28.2,45.1,2.08,PM-Kisan
Apple,19.7,125.4,200.0,6.4,122.1,21.4,94.5,7.5,Kisan Credit Card
Watermelon,100.9,15.5,48.8,6.2,50.2,25.7,80.4,3.66,Soil Health Card
Pigeonpeas,27.9,60.6,23.0,5.7,144.5,21.2,41.5,5.04,Kisan Credit Card
Coffee,114.2,15.6,34.9,7.1,113.1,27.6,63.0,1.46,Paramparagat Krishi
Jute,67.2,59.1,37.9,6.4,190.8,24.9,74.4,3.54,Fasal Bima Yojana
Pomegranate,36.8,17.4,39.0,5.5,106.6,19.8,94.7,5.48,State Subsidy A
Mungbean,15.1,59.3,21.1,6.5,46.2,28.6,84.5,3.78,PM-Kisan
Blackgram,37.6,56.1,18.9,6.9,63.1,25.3,61.6,4.35,Soil Health Card
Pomegranate,16.4,21.6,40.0,6.5,100.9,22.7,91.5,1.23,PM-Kisan
Apple,21.4,142.7,199.3,6.5,110.8,22.8,91.7,0.77,Fasal Bima Yojana
Pomegranate,17.3,23.9,36.1,7.2,110.3,21.5,93.3,3.07,Kisan Credit Card
Pomegranate,29.2,17.5,40.8,6.0,103.7,18.0,87.4,3.54,PM-Kisan
Orange,32.2,15.1,13.8,6.5,100.6,30.1,91.1,2.02,Kisan Credit Card
Rice,87.1,41.0,37.4,6.7,230.3,25.8,90.9,2.18,PM-Kisan
Chickpea,49.7,62.4,83.3,7.8,79.2,19.5,23.8,0.99,Paramparagat Krishi
Grapes,39.7,122.3,197.3,6.3,73.0,31.4,82.5,2.12,None
Banana,112.0,71.6,50.3,5.8,108.7,29.7,79.3,3.25,Paramparagat Krishi
Mothbeans,19.4,47.9,18.2,4.2,65.3,28.0,56.8,5.2,Fasal Bima Yojana
Mothbeans,18.4,42.1,22.5,7.8,33.0,31.9,52.1,1.21,Paramparagat Krishi
Papaya,48.9,50.9,47.7,6.9,200.4,25.4,94.8,3.77,None
Mothbeans,26.3,58.0,17.7,5.7,62.8,27.6,49.8,2.58,Soil Health Card
Kidneybeans,29.0,79.1,19.4,5.5,113.0,15.9,19.8,1.19,PM-Kisan
Chickpea,55.1,74.1,76.0,6.9,78.2,17.7,17.0,2.06,Fasal Bima Yojana
Jute,83.8,49.8,39.0,6.9,186.5,23.7,76.7,0.91,Soil Health Card
Orange,39.8,29.9,10.0,6.2,114.7,32.6,94.0,0.4,Kisan Credit Card
Papaya,40.1,62.8,49.6,6.8,155.8,29.2,93.2,3.31,Fasal Bima Yojana
Banana,119.9,81.6,52.6,6.3,92.5,28.9,80.7,1.46,PM-Kisan
Pomegranate,22.8,15.4,35.1,6.5,119.8,19.7,91.5,2.38,Paramparagat Krishi
Mungbean,29.6,43.1,16.9,6.8,40.3,27.7,88.4,1.35,Soil Health Card
Orange,32.1,23.5,9.3,6.4,116.7,26.0,94.9,2.06,Fasal Bima Yojana
Coconut,31.8,27.4,30.6,6.2,163.1,28.5,95.7,0.73,State Subsidy A
Watermelon,82.0,22.1,53.9,6.2,44.2,26.7,83.4,0.9,Soil Health Card
Rice,74.4,57.3,40.9,7.1,272.8,21.8,81.6,4.83,Fasal Bima Yojana
Rice,66.0,43.5,43.6,7.2,287.7,23.0,87.1,4.77,Kisan Credit Card
Jute,71.8,50.5,42.6,6.4,185.9,25.3,73.6,2.08,Fasal Bima Yojana
Mothbeans,37.4,36.7,22.1,6.4,52.7,27.8,46.6,5.0,Paramparagat Krishi
Rice,64.5,43.8,36.4,6.9,218.5,25.8,92.9,3.64,None
Mothbeans,38.2,44.2,16.7,7.4,38.0,27.9,56.8,3.14,None
Coffee,90.0,15.3,25.0,6.5,184.6,24.2,68.7,2.63,PM-Kisan
Kidneybeans,38.1,74.2,20.7,5.9,124.5,24.3,18.1,1.44,Kisan Credit Card
Orange,26.8,16.8,12.1,7.3,119.6,16.0,93.5,2.16,Soil Health Card
Mungbean,34.1,43.6,23.7,7.0,56.8,29.8,83.6,3.78,Kisan Credit Card
Muskmelon,117.8,30.0,45.8,6.2,21.2,29.0,94.7,3.15,Soil Health Card
Banana,96.8,88.2,52.2,6.3,119.5,27.5,78.9,3.88,Kisan Credit Card
Coconut,20.5,18.8,25.9,5.9,157.1,26.2,95.1,4.83,Soil Health Card
Orange,25.9,26.0,14.2,6.9,103.3,24.9,92.1,1.84,Soil Health Card
Mungbean,21.8,55.9,15.2,6.6,38.3,29.7,80.9,1.15,PM-Kisan
Banana,119.9,89.9,47.7,6.2,93.4,28.4,82.0,3.05,State Subsidy A
Apple,30.3,133.5,198.8,6.1,106.9,23.8,93.8,1.43,PM-Kisan
Blackgram,59.1,78.8,16.4,7.3,74.7,27.6,67.9,3.74,None
Pigeonpeas,36.0,60.1,20.6,5.0,108.2,22.3,45.1,1.36,PM-Kisan
Jute,80.2,53.2,36.7,6.3,195.8,25.5,89.5,2.53,Fasal Bima Yojana
Mango,33.4,15.1,26.2,6.6,99.2,30.8,53.0,3.73,Kisan Credit Card
Pigeonpeas,16.4,76.8,21.6,6.4,126.0,21.7,53.2,0.97,Paramparagat Krishi
Coffee,84.5,18.6,25.2,7.4,122.5,23.3,67.5,0.86,PM-Kisan
Pomegranate,33.7,25.9,39.8,6.1,109.1,20.3,85.4,3.84,Paramparagat Krishi
Pomegranate,16.0,28.1,38.1,6.3,111.1,19.2,85.9,3.51,PM-Kisan
Banana,114.1,85.7,52.6,6.2,106.5,29.2,75.8,1.07,PM-Kisan
Orange,25.9,20.7,14.2,7.2,106.2,30.7,92.4,3.57,Fasal Bima Yojana
Muskmelon,108.7,27.7,46.1,6.5,29.4,27.2,92.8,2.71,Fasal Bima Yojana
Chickpea,25.5,63.4,79.6,8.0,86.4,22.0,17.7,1.82,PM-Kisan
Jute,84.1,46.4,35.1,7.2,197.1,25.3,85.3,2.24,Fasal Bima Yojana
Lentil,29.7,56.0,24.0,6.4,44.0,24.5,66.5,4.36,Fasal Bima Yojana
Orange,23.9,26.9,10.6,7.1,119.7,22.2,92.9,0.43,State Subsidy A
Jute,87.9,48.5,42.2,6.8,171.1,25.0,75.8,1.61,Paramparagat Krishi
Watermelon,112.6,15.1,50.3,6.7,41.1,24.4,80.9,2.21,Soil Health Card
Muskmelon,97.0,22.9,52.2,6.1,23.1,29.4,89.0,0.46,Paramparagat Krishi
Cotton,119.9,47.3,24.6,7.4,86.7,24.4,63.3,2.04,Fasal Bima Yojana
Banana,84.4,71.7,53.8,5.6,113.2,29.6,84.5,2.55,Paramparagat Krishi
Orange,33.5,28.1,10.3,6.4,104.0,18.5,93.5,2.11,Fasal Bima Yojana
Watermelon,93.8,18.5,51.0,6.6,46.9,25.1,85.5,5.69,Paramparagat Krishi
Mothbeans,22.3,55.4,23.9,7.4,57.5,28.6,45.4,1.39,PM-Kisan
Orange,31.5,28.7,12.9,7.3,116.5,31.6,94.6,4.22,State Subsidy A
Maize,96.9,52.0,24.7,6.4,96.9,23.1,73.0,2.65,Kisan Credit Card
Pigeonpeas,25.8,56.8,15.2,6.1,107.9,23.4,48.7,2.36,Soil Health Card
Blackgram,38.6,75.8,19.6,6.6,67.0,28.3,62.4,2.75,Fasal Bima Yojana
Banana,119.6,80.4,47.4,6.0,91.8,26.1,78.6,1.7,Kisan Credit Card
Blackgram,54.9,76.6,16.2,7.2,66.8,28.0,61.4,2.53,State Subsidy A
Blackgram,38.0,58.8,23.7,6.8,70.2,29.9,66.6,4.46,Soil Health Card
Coconut,21.6,15.9,32.8,5.8,168.0,26.7,96.6,3.13,Soil Health Card
Apple,20.2,121.4,200.4,5.9,107.4,22.0,90.2,2.04,State Subsidy A
Cotton,100.6,47.0,25.0,8.0,78.8,22.0,62.3,4.65,Soil Health Card
Watermelon,103.5,27.7,54.6,6.8,45.3,26.7,80.6,2.55,None
Rice,77.6,42.7,39.4,6.5,299.2,20.2,88.0,4.0,PM-Kisan
Mango,26.4,21.2,26.7,6.7,98.2,32.2,45.9,0.51,PM-Kisan
Orange,17.7,17.6,9.2,7.3,118.0,28.4,93.9,3.77,Paramparagat Krishi
Grapes,22.3,140.8,202.3,6.2,66.8,33.7,80.8,1.67,Kisan Credit Card
Kidneybeans,27.6,63.6,21.1,5.9,136.5,15.6,21.6,2.65,Soil Health Card
Rice,77.3,44.4,44.5,7.0,267.6,21.0,91.6,1.91,PM-Kisan
Papaya,31.5,61.1,46.0,6.6,179.4,33.5,93.4,2.56,Soil Health Card
Cotton,131.6,54.9,19.4,7.3,61.3,24.9,62.4,5.47,PM-Kisan
Orange,32.9,22.8,13.1,6.5,105.7,19.0,93.2,2.55,PM-Kisan
Banana,104.1,79.9,49.2,6.2,119.4,28.1,84.7,2.5,PM-Kisan
Coconut,28.7,24.1,26.7,5.7,164.8,25.2,98.9,3.54,Kisan Credit Card
Watermelon,86.9,24.5,49.4,6.8,48.8,25.2,82.9,2.26,Soil Health Card
Kidneybeans,22.1,59.5,20.1,5.7,93.4,17.3,18.3,3.48,PM-Kisan
Mothbeans,36.5,54.5,15.5,6.2,60.2,29.9,64.6,5.47,Paramparagat Krishi
Watermelon,114.1,17.1,52.3,6.9,52.9,24.4,82.9,6.46,PM-Kisan
Grapes,35.5,136.5,199.0,6.2,66.3,26.3,80.8,5.5,PM-Kisan
Pomegranate,17.9,18.7,43.6,6.6,103.6,23.2,85.4,2.94,Soil Health Card
Kidneybeans,16.5,57.9,18.8,5.7,99.6,21.8,20.2,0.78,Soil Health Card
Mungbean,32.4,38.2,15.2,6.9,40.3,29.6,80.3,6.98,Paramparagat Krishi
Blackgram,35.2,67.3,23.7,7.3,69.6,25.4,63.9,4.05,State Subsidy A
Blackgram,53.4,72.9,18.0,7.4,60.9,26.2,62.2,2.87,Kisan Credit Card
Papaya,51.4,59.5,47.5,6.5,120.5,35.0,95.0,2.36,Fasal Bima Yojana
Mothbeans,36.1,39.6,15.8,4.8,59.7,31.0,46.6,4.05,Paramparagat Krishi
Banana,98.5,86.4,54.5,6.2,116.3,29.7,82.6,1.5,PM-Kisan
Muskmelon,80.7,18.1,52.8,6.4,27.8,27.8,92.5,6.86,State Subsidy A
Lentil,20.9,79.2,23.8,7.2,43.8,19.8,62.6,2.19,Fasal Bima Yojana
Jute,84.0,40.5,39.1,6.1,194.1,24.0,74.9,3.71,Fasal Bima Yojana
Lentil,38.3,70.8,21.8,6.5,48.7,22.0,67.0,2.63,Soil Health Card
Pomegranate,17.5,17.9,43.4,6.9,110.3,23.1,88.7,2.67,Kisan Credit Card
Papaya,33.7,64.2,54.3,6.6,138.7,25.1,90.1,1.73,PM-Kisan
Mango,18.5,31.9,31.6,5.6,96.5,35.0,52.8,0.43,State Subsidy A
Muskmelon,102.5,15.3,54.5,6.4,25.6,29.3,88.4,2.38,Fasal Bima Yojana
Apple,33.3,125.2,198.3,5.7,120.1,21.4,94.8,4.93,Kisan Credit Card
Lentil,20.9,75.6,21.7,6.9,40.2,23.0,65.1,0.98,Kisan Credit Card
Mothbeans,25.7,44.0,16.5,7.6,35.3,28.3,42.1,1.73,Paramparagat Krishi
Coffee,90.4,28.4,34.3,6.5,174.5,24.3,61.2,4.0,Kisan Credit Card
Pigeonpeas,28.9,67.8,18.4,6.7,136.0,18.5,58.5,3.31,PM-Kisan
Papaya,39.0,45.9,48.4,7.0,196.4,39.6,90.8,2.51,Paramparagat Krishi
Maize,97.0,49.0,16.2,5.7,109.8,24.5,61.9,1.75,State Subsidy A
Mungbean,36.1,38.2,21.0,6.4,40.8,27.4,80.1,1.13,PM-Kisan
Mungbean,31.1,45.9,24.3,6.9,50.5,27.5,81.6,0.64,Paramparagat Krishi
Lentil,24.6,67.0,24.1,7.2,42.0,28.3,68.9,1.79,PM-Kisan
Watermelon,82.5,16.7,52.0,6.0,52.4,26.7,83.9,3.62,Soil Health Card
Coffee,80.8,27.2,32.8,6.7,197.0,24.1,59.9,1.83,Kisan Credit Card
Orange,30.4,20.0,13.4,6.5,104.1,11.8,91.3,3.88,Soil Health Card
Maize,71.7,41.3,17.2,6.8,98.0,19.6,65.8,0.99,Kisan Credit Card
Rice,83.6,54.2,43.7,7.5,234.1,22.6,90.0,1.49,Paramparagat Krishi
Muskmelon,98.9,28.4,52.5,6.5,28.3,28.8,91.1,4.77,Fasal Bima Yojana
Coconut,23.1,20.6,26.9,6.4,133.0,25.3,94.8,3.9,Soil Health Card
Mungbean,21.9,49.4,21.6,6.9,54.1,29.9,86.3,2.23,State Subsidy A
Grapes,32.6,126.9,198.3,6.4,74.2,20.1,79.9,3.18,None
Rice,82.6,51.0,39.1,6.7,198.6,24.8,87.2,6.4,PM-Kisan
Muskmelon,80.1,27.7,52.5,6.5,20.5,29.8,94.9,1.89,PM-Kisan
Muskmelon,107.7,23.0,50.3,6.2,25.2,27.0,93.6,0.51,Paramparagat Krishi
Pomegranate,35.5,15.8,35.6,7.1,112.7,20.5,91.7,3.86,Fasal Bima Yojana
Pigeonpeas,21.6,70.9,20.8,6.5,98.1,18.9,50.3,0.99,PM-Kisan
Apple,18.7,132.7,196.6,6.4,108.1,22.1,90.1,2.03,None
Cotton,104.6,48.6,24.1,7.5,74.3,24.9,60.3,0.76,PM-Kisan
Muskmelon,94.9,15.6,54.2,6.7,21.0,27.8,92.9,3.37,State Subsidy A
Cotton,135.3,58.3,19.2,7.7,83.9,23.1,66.4,2.57,Fasal Bima Yojana
Coconut,36.1,30.0,26.5,6.1,209.0,26.0,94.9,1.97,State Subsidy A
Banana,108.6,71.3,48.0,6.1,94.3,27.5,77.1,1.93,Soil Health Card
Watermelon,99.2,17.3,49.9,6.3,44.5,24.4,82.5,3.24,Kisan Credit Card
Jute,69.6,44.3,44.1,7.5,200.0,23.7,74.3,0.21,State Subsidy A
Cotton,106.2,51.6,15.3,7.5,60.8,24.6,57.9,2.88,Kisan Credit Card
Grapes,32.6,138.6,204.1,5.8,72.2,21.5,79.8,2.62,State Subsidy A
Pigeonpeas,21.2,72.6,22.3,5.9,94.2,25.3,41.6,4.3,Fasal Bima Yojana
Blackgram,58.7,75.1,15.3,6.8,72.7,29.6,61.1,2.01,State Subsidy A
Pomegranate,29.4,24.6,36.2,5.8,102.1,18.9,86.0,0.85,Soil Health Card
Cotton,137.4,56.6,19.4,6.2,84.7,23.7,51.4,0.28,Kisan Credit Card
Pigeonpeas,21.7,59.8,21.7,6.2,119.5,25.4,45.9,3.09,Fasal Bima Yojana
Chickpea,32.0,71.2,82.9,6.2,65.8,19.9,19.6,0.97,Kisan Credit Card
Chickpea,34.9,71.7,76.4,6.4,64.6,17.4,23.3,1.27,PM-Kisan
Coconut,20.7,20.9,32.5,6.4,200.5,25.0,97.3,6.81,PM-Kisan
Chickpea,52.5,71.0,84.7,7.3,76.6,20.9,24.3,1.69,PM-Kisan
Mango,26.6,33.7,28.3,6.1,93.4,32.1,46.4,1.6,Kisan Credit Card
Kidneybeans,31.6,78.5,23.1,5.9,147.5,15.1,21.2,6.46,PM-Kisan
Chickpea,24.9,66.7,82.5,6.6,76.2,22.0,22.3,4.83,None
Muskmelon,104.8,28.9,46.4,6.7,23.7,29.4,93.4,1.85,State Subsidy A
Pomegranate,18.4,25.9,36.2,5.9,112.6,22.6,85.0,2.88,PM-Kisan
Banana,94.8,78.1,47.6,6.3,104.5,27.4,81.0,1.26,Kisan Credit Card
Grapes,18.3,135.1,200.4,5.5,71.9,23.4,78.7,2.59,Fasal Bima Yojana
Coffee,88.6,19.6,25.8,6.9,174.5,25.5,64.8,2.24,PM-Kisan
Pigeonpeas,18.3,57.1,21.8,6.2,132.4,23.4,49.4,3.03,None
Lentil,19.5,71.3,20.0,6.2,45.4,24.1,68.7,4.35,Paramparagat Krishi
Muskmelon,119.4,22.5,49.7,6.5,26.5,27.7,94.1,0.28,Paramparagat Krishi
Coffee,111.5,20.0,28.9,7.5,139.6,25.9,66.3,0.38,Fasal Bima Yojana
Mothbeans,34.1,37.4,23.4,6.7,65.3,29.2,52.7,3.44,State Subsidy A
Orange,35.6,15.3,6.3,6.9,112.0,13.3,95.0,4.63,Fasal Bima Yojana
Jute,63.6,48.1,43.8,6.7,177.2,23.6,76.5,1.98,Paramparagat Krishi
Pomegranate,27.0,21.6,44.4,5.5,114.7,18.8,87.1,2.37,Fasal Bima Yojana
Papaya,42.0,63.0,47.5,6.7,195.2,43.8,93.5,1.69,PM-Kisan
Mothbeans,34.6,39.4,15.9,8.3,35.3,31.4,59.5,4.14,Kisan Credit Card
Pigeonpeas,32.0,64.8,17.2,6.0,135.4,19.7,51.7,3.0,Paramparagat Krishi
Maize,90.1,42.3,19.8,5.6,102.2,19.6,71.5,0.36,PM-Kisan
Grapes,15.5,144.3,197.4,5.8,70.8,10.1,80.2,4.96,Fasal Bima Yojana
Orange,25.3,24.7,8.9,6.6,118.7,12.3,91.8,5.85,Soil Health Card
Rice,84.3,41.9,39.3,6.4,287.0,24.5,83.7,3.17,Paramparagat Krishi
Maize,72.3,44.3,22.0,6.7,65.5,21.8,73.0,2.43,Kisan Credit Card
Mungbean,36.3,48.3,17.2,6.4,42.7,27.3,86.5,2.81,PM-Kisan
Apple,21.1,121.2,196.3,6.0,114.0,23.3,90.4,2.06,Kisan Credit Card
Mango,35.2,30.2,33.5,6.9,98.3,30.8,51.3,3.79,None
Cotton,138.6,40.7,18.4,6.7,73.6,22.7,62.3,1.23,Paramparagat Krishi
Lentil,26.4,57.2,20.6,6.2,40.6,28.6,63.7,2.87,Paramparagat Krishi
Pomegranate,20.5,20.5,36.0,6.6,111.6,20.1,87.7,0.78,PM-Kisan
Watermelon,85.5,29.2,54.3,6.3,43.2,24.0,87.6,4.25,State Subsidy A
Kidneybeans,18.2,73.7,22.1,5.6,127.9,21.0,20.1,2.43,Fasal Bima Yojana
Jute,60.1,43.1,38.1,6.7,163.6,24.8,85.1,4.53,Fasal Bima Yojana
Chickpea,53.1,76.0,80.7,7.4,86.3,20.0,23.6,3.57,Fasal Bima Yojana
Maize,78.4,47.8,24.1,6.5,99.0,22.3,73.8,1.82,Fasal Bima Yojana
Kidneybeans,30.4,60.7,24.3,5.7,140.7,22.6,22.9,2.86,Paramparagat Krishi
Lentil,25.6,76.7,15.6,7.5,46.5,25.8,61.0,2.81,State Subsidy A
Blackgram,58.9,66.6,19.7,6.9,67.1,25.5,64.2,4.43,Kisan Credit Card
Rice,82.5,48.4,35.7,6.0,228.8,24.9,84.1,5.85,Paramparagat Krishi
Blackgram,43.9,73.9,20.5,7.1,66.4,29.2,68.9,2.66,Kisan Credit Card
Mothbeans,35.3,36.9,16.0,5.3,38.8,31.0,56.9,1.16,PM-Kisan
Grapes,28.1,125.9,203.1,5.6,66.4,25.0,81.0,2.12,Kisan Credit Card
Pomegranate,16.9,25.5,37.2,5.6,101.7,20.4,89.3,1.95,Soil Health Card
Grapes,23.0,143.7,201.6,5.7,72.9,15.5,78.0,4.97,Soil Health Card
Blackgram,51.3,56.7,18.6,6.8,70.0,28.0,63.9,2.18,None
Kidneybeans,26.7,67.0,19.9,5.8,111.4,16.6,25.9,1.12,PM-Kisan
Mango,25.1,22.3,32.5,6.1,98.0,28.9,52.7,0.62,Paramparagat Krishi
Cotton,112.3,55.5,17.1,7.5,66.4,24.0,52.6,1.69,PM-Kisan
Mothbeans,15.8,50.3,18.9,4.6,38.2,26.5,62.6,3.52,Kisan Credit Card
Muskmelon,97.7,27.3,51.4,6.7,28.1,29.5,90.9,0.42,Soil Health Card
Lentil,25.5,75.4,24.3,6.2,39.2,23.5,67.8,1.07,Soil Health Card
Cotton,124.9,44.2,23.7,6.4,61.1,22.5,63.2,1.64,PM-Kisan
Pomegranate,21.4,24.3,43.7,7.0,100.8,18.3,94.4,1.63,Soil Health Card
Chickpea,51.0,65.7,78.2,7.1,84.1,18.2,20.5,5.07,Kisan Credit Card
Orange,20.5,29.1,8.6,7.1,104.2,21.3,91.7,2.57,Fasal Bima Yojana
Mango,30.5,25.3,33.6,6.6,85.7,33.9,50.7,2.25,Paramparagat Krishi
Jute,68.0,53.2,35.4,7.2,175.2,24.2,86.0,0.95,Paramparagat Krishi
Maize,77.1,35.1,17.6,5.7,77.8,24.9,63.4,0.96,Kisan Credit Card
Coffee,80.2,23.7,34.0,7.3,166.8,23.2,52.8,0.73,PM-Kisan
Lentil,19.6,77.1,21.0,6.1,48.9,27.0,69.2,1.13,Kisan Credit Card
Mungbean,29.3,54.7,20.6,6.4,55.6,28.3,87.3,5.64,None
